,id_food,nutriscore_grade,random_users_id,random_users_ratings
19060,47718,a,7,2
19061,49213,a,7,2
19062,49898,c,9,3
19063,50616,a,8,4
19064,44427,e,6,4
19065,51581,e,1,3
19066,22973,a,4,2
19067,49358,d,3,3
19068,47732,d,6,2
19069,49246,d,3,2
19070,36147,c,2,3
19071,48012,e,8,4
19072,26180,a,4,3
19073,46986,c,4,4
19074,4366,a,3,4
19075,8456,a,6,3
19076,14374,d,1,1
19077,15465,a,9,2
19078,12969,e,3,3
19079,14080,e,8,4
19080,20620,d,6,1
19081,24472,e,9,3
19082,24872,d,8,1
19083,26871,e,5,1
19084,30947,e,3,4
19085,32602,e,3,2
19086,37028,e,2,4
19087,39278,e,8,3
19088,41785,d,5,1
19089,42933,e,8,1
19090,45187,d,5,2
19091,48693,e,2,4
19092,50947,d,9,4
19093,2081,a,7,1
19094,2712,c,2,3
19095,2785,a,4,2
19096,3137,b,4,4
19097,3628,c,1,1
19098,4431,b,1,1
19099,4522,c,9,2
19100,6006,b,6,1
19101,15389,c,6,3
19102,15500,a,4,1
19103,15721,a,7,2
19104,15739,a,2,1
19105,16023,a,6,4
19106,16049,a,5,2
19107,16143,c,8,2
19108,16860,a,3,3
19109,18818,c,5,3
19110,18915,c,1,1
19111,19504,b,7,1
19112,21129,c,4,1
19113,21744,b,1,3
19114,23613,b,4,3
19115,24025,a,5,4
19116,24833,a,3,3
19117,25344,c,7,3
19118,25439,b,5,4
19119,26344,b,9,1
19120,26514,c,3,2
19121,26578,a,1,2
19122,26580,b,7,3
19123,28608,c,5,4
19124,28700,a,3,4
19125,28844,a,6,3
19126,28975,a,8,3
19127,30535,a,6,3
19128,30910,a,4,1
19129,31987,a,9,3
19130,32206,a,8,3
19131,32267,e,6,1
19132,32614,a,5,1
19133,32839,c,5,3
19134,34099,a,4,2
19135,34102,b,5,2
19136,34970,a,4,2
19137,35079,d,9,1
19138,35463,a,4,3
19139,35550,a,3,4
19140,35873,b,8,3
19141,35951,b,5,1
19142,36979,a,1,3
19143,37069,a,3,2
19144,37307,b,9,3
19145,37889,d,4,4
19146,38295,a,2,4
19147,38574,b,6,4
19148,39377,c,8,2
19149,39571,c,7,1
19150,40025,d,5,2
19151,40849,a,6,2
19152,41038,a,4,1
19153,41623,c,9,3
19154,42056,b,9,4
19155,42061,a,1,4
19156,42284,a,1,1
19157,42892,a,5,3
19158,46003,a,6,4
19159,46565,d,8,1
19160,47219,a,6,4
19161,47378,c,5,2
19162,48170,a,1,1
19163,48732,b,8,3
19164,48839,a,8,3
19165,49298,a,6,1
19166,49346,c,1,3
19167,49648,a,9,2
19168,49759,a,7,4
19169,49979,c,1,2
19170,51198,a,7,2
19171,51417,a,3,4
19172,52505,c,3,2
19173,4331,e,8,3
19174,22029,a,6,4
19175,37536,a,5,3
19176,26386,d,2,3
19177,26523,a,9,4
19178,28930,e,5,2
19179,52350,b,7,4
19180,43128,d,7,3
19181,28282,e,8,1
19182,47779,c,9,4
19183,49040,d,3,4
19184,17507,d,1,1
19185,20050,e,5,2
19186,21324,c,9,2
19187,37607,e,6,2
19188,48606,e,5,3
19189,43207,d,5,1
19190,22663,d,2,4
19191,46614,c,8,1
19192,3820,c,2,2
19193,18301,c,4,4
19194,5766,b,8,3
19195,29097,d,4,2
19196,35166,c,9,1
19197,37137,c,9,4
19198,47450,b,4,3
19199,20323,e,2,4
19200,29230,c,7,2
19201,36733,c,1,4
19202,18140,d,8,2
19203,45456,a,2,2
19204,5672,b,3,1
19205,21218,a,9,3
19206,32387,c,7,4
19207,38352,a,3,1
19208,43554,c,9,3
19209,19662,c,2,1
19210,36939,e,6,4
19211,47947,a,8,2
19212,46729,d,3,2
19213,46761,d,4,2
19214,27155,d,7,2
19215,14776,c,3,1
19216,8159,a,3,4
19217,13063,c,1,1
19218,17639,b,6,1
19219,22974,b,5,1
19220,23857,b,6,3
19221,28720,a,5,2
19222,45851,a,4,4
19223,45914,a,6,3
19224,42601,b,3,1
19225,46238,b,2,2
19226,46561,d,8,4
19227,46563,d,2,3
19228,48468,e,5,3
19229,31239,b,5,4
19230,46807,d,3,1
19231,19508,c,1,4
19232,37673,c,6,1
19233,32626,d,9,2
19234,42134,c,6,2
19235,5925,d,5,2
19236,16995,c,4,2
19237,31610,a,8,2
19238,32169,d,1,3
19239,36086,a,3,2
19240,36303,d,1,4
19241,45369,d,9,2
19242,34582,d,7,3
19243,52244,c,8,2
19244,30220,b,3,1
19245,49652,b,2,3
19246,1176,b,6,1
19247,1855,c,4,1
19248,2132,c,5,3
19249,3550,a,7,4
19250,5008,c,8,2
19251,5029,c,2,2
19252,11911,b,3,1
19253,12129,c,2,2
19254,15628,a,2,3
19255,17155,b,7,1
19256,19111,c,6,1
19257,20217,a,5,2
19258,20487,d,7,3
19259,21262,d,9,3
19260,22080,c,5,4
19261,22269,b,5,1
19262,22893,b,2,2
19263,23373,c,2,2
19264,24179,c,6,3
19265,24197,c,5,3
19266,24198,c,5,3
19267,24329,d,3,4
19268,24801,d,6,3
19269,25044,c,4,3
19270,25424,c,8,3
19271,25430,d,4,2
19272,26098,d,9,4
19273,26726,d,1,4
19274,27249,c,6,3
19275,27353,c,9,2
19276,27462,b,1,2
19277,27625,d,8,1
19278,27757,c,6,4
19279,27760,c,9,2
19280,28201,c,7,4
19281,28606,b,8,1
19282,31983,c,3,3
19283,32129,d,3,3
19284,34260,c,2,1
19285,35214,c,5,1
19286,35650,a,7,4
19287,36509,c,9,1
19288,36949,b,1,4
19289,38631,c,6,4
19290,39774,d,3,2
19291,40202,b,3,1
19292,40702,c,4,1
19293,42137,d,5,2
19294,42318,c,1,1
19295,42485,d,8,3
19296,42531,a,5,3
19297,44810,a,6,3
19298,45473,b,6,2
19299,45477,b,4,1
19300,45537,d,4,1
19301,46058,c,2,1
19302,46135,d,8,3
19303,46903,c,3,4
19304,46909,c,7,2
19305,47128,d,4,3
19306,47218,b,7,4
19307,47903,c,3,1
19308,48233,c,6,1
19309,48234,c,9,4
19310,50433,b,1,3
19311,50837,c,9,4
19312,51213,c,6,4
19313,17525,d,1,4
19314,4640,c,4,2
19315,1752,d,8,3
19316,4142,c,4,1
19317,18432,e,3,1
19318,22166,c,3,4
19319,23460,c,5,4
19320,36386,c,5,4
19321,39937,d,8,3
19322,40493,c,4,3
19323,40494,c,2,2
19324,43219,c,6,2
19325,45629,b,1,2
19326,39167,c,3,2
19327,45375,b,5,4
19328,35115,a,8,4
19329,8111,e,8,4
19330,45165,e,2,4
19331,35083,e,9,3
19332,46731,d,2,2
19333,4115,d,5,3
19334,4165,d,4,4
19335,9226,c,7,2
19336,30876,d,8,2
19337,32911,d,6,4
19338,44103,d,3,1
19339,45001,b,9,3
19340,47799,d,4,3
19341,15290,d,8,4
19342,47284,d,9,1
19343,33294,b,7,3
19344,23480,d,6,4
19345,26938,c,6,1
19346,47461,c,3,4
19347,50039,c,5,3
19348,13787,d,4,1
19349,19386,a,2,1
19350,50204,e,8,4
19351,27797,a,8,3
19352,47906,e,7,4
19353,319,c,2,3
19354,1885,c,7,4
19355,5351,c,5,2
19356,9738,d,7,3
19357,11796,d,4,4
19358,15033,d,1,2
19359,16137,c,7,1
19360,17338,d,4,3
19361,20433,d,2,3
19362,21039,d,4,4
19363,29178,d,6,2
19364,35044,c,3,4
19365,35979,d,1,4
19366,37226,d,7,2
19367,39828,d,2,1
19368,41534,e,3,3
19369,42379,c,4,1
19370,42777,d,1,3
19371,47611,a,7,4
19372,48798,c,5,3
19373,48890,d,7,3
19374,49106,a,3,4
19375,49688,b,9,4
19376,51399,a,6,2
19377,52234,c,4,4
19378,28465,c,3,4
19379,19481,e,3,2
19380,9394,a,7,3
19381,17844,a,4,1
19382,27140,d,1,1
19383,35243,c,5,4
19384,37649,c,1,2
19385,51181,d,4,4
19386,2187,b,7,1
19387,2601,b,8,1
19388,4535,c,9,2
19389,15226,c,7,1
19390,20459,b,4,1
19391,20461,b,1,2
19392,20468,b,6,3
19393,22355,b,9,1
19394,22358,b,5,4
19395,25186,b,5,4
19396,25187,b,5,3
19397,25302,b,7,3
19398,27319,b,6,3
19399,28933,c,5,2
19400,32549,c,5,4
19401,32550,c,4,1
19402,33176,c,6,3
19403,33722,a,6,2
19404,33995,b,4,4
19405,33996,b,6,2
19406,35451,b,4,2
19407,37317,b,7,4
19408,37941,c,9,4
19409,41463,c,6,1
19410,45617,b,4,3
19411,47977,b,5,3
19412,49314,c,4,1
19413,51009,b,7,2
19414,51719,b,2,2
19415,1061,a,1,2
19416,34244,d,7,4
19417,46665,a,8,3
19418,19949,d,1,4
19419,46777,c,6,1
19420,49830,c,9,1
19421,25938,e,6,4
19422,46566,e,1,4
19423,4025,d,5,2
19424,5056,d,3,4
19425,23447,d,7,1
19426,34414,d,4,1
19427,35567,d,5,1
19428,51831,d,1,1
19429,36786,a,6,4
19430,44888,c,6,1
19431,1613,e,7,1
19432,2751,d,5,1
19433,8161,e,5,3
19434,15289,d,3,3
19435,16981,d,3,1
19436,16983,d,8,4
19437,21115,e,9,2
19438,22613,d,2,1
19439,25914,a,7,4
19440,26695,d,6,4
19441,27539,c,6,4
19442,27653,e,5,4
19443,28522,b,4,3
19444,28778,d,9,1
19445,30511,d,6,4
19446,34969,b,3,3
19447,39409,d,8,3
19448,45396,a,7,3
19449,45949,b,9,1
19450,47290,d,4,3
19451,49007,d,4,1
19452,49175,d,2,3
19453,49239,b,8,2
19454,49981,d,8,4
19455,50328,d,5,2
19456,50456,b,5,3
19457,9513,a,9,4
19458,8831,e,5,4
19459,47058,a,5,4
19460,36338,c,3,3
19461,5225,d,8,1
19462,22309,c,9,4
19463,25601,d,1,4
19464,27517,b,1,2
19465,31542,d,8,2
19466,36685,d,2,3
19467,39545,d,2,2
19468,35332,e,5,4
19469,46760,d,7,3
19470,40,c,7,1
19471,2202,b,2,2
19472,15573,a,3,3
19473,18849,b,2,3
19474,21124,c,6,2
19475,37790,b,9,2
19476,49816,c,4,2
19477,22037,b,6,2
19478,16031,d,3,2
19479,43834,c,4,4
19480,4128,d,2,1
19481,45672,c,7,2
19482,46918,a,2,1
19483,42279,a,6,4
19484,4281,d,6,3
19485,20,b,1,4
19486,169,c,4,4
19487,2478,e,9,4
19488,2749,a,3,4
19489,6020,a,6,4
19490,14235,a,7,2
19491,14445,a,9,3
19492,21229,b,7,4
19493,21367,c,7,1
19494,23028,d,7,3
19495,28244,c,4,3
19496,29379,d,1,3
19497,32097,b,5,3
19498,38863,a,1,4
19499,40520,b,5,4
19500,40723,b,5,1
19501,41934,c,9,2
19502,45441,b,5,3
19503,48076,b,8,1
19504,48752,a,4,1
19505,16173,c,4,4
19506,29831,d,9,4
19507,3045,e,3,3
19508,4198,e,9,2
19509,5740,d,7,1
19510,17427,d,5,3
19511,26738,a,8,3
19512,41126,a,9,1
19513,46800,c,9,2
19514,50311,c,2,2
19515,36246,c,2,2
19516,15341,c,5,4
19517,18895,e,7,2
19518,4049,d,3,3
19519,4209,d,4,3
19520,18193,d,6,4
19521,37231,d,1,1
19522,2746,d,1,3
19523,3976,d,8,2
19524,33047,c,5,3
19525,939,d,5,4
19526,2649,d,9,1
19527,2853,b,2,3
19528,3260,d,7,1
19529,4555,b,2,3
19530,5099,d,9,3
19531,5178,e,3,2
19532,7337,d,7,4
19533,7406,c,6,2
19534,7444,d,1,2
19535,7577,a,9,2
19536,8354,d,1,1
19537,8379,c,9,4
19538,8706,d,9,3
19539,8835,e,6,4
19540,8836,e,1,2
19541,9144,c,7,2
19542,9462,e,3,1
19543,10320,e,2,3
19544,11572,c,6,1
19545,12299,d,1,3
19546,12310,d,2,3
19547,12487,e,6,4
19548,13640,d,8,2
19549,15157,e,2,2
19550,15713,e,8,4
19551,16030,a,1,2
19552,16879,b,9,3
19553,17701,b,1,4
19554,18039,a,5,4
19555,18128,d,7,1
19556,19392,a,4,4
19557,19497,a,9,3
19558,20686,c,4,2
19559,20698,d,7,1
19560,20702,d,9,4
19561,21804,a,6,3
19562,22034,b,2,3
19563,23790,e,8,2
19564,24524,a,3,4
19565,24546,e,5,2
19566,26799,e,1,4
19567,26903,d,4,1
19568,26912,a,9,2
19569,27954,b,8,1
19570,27998,d,1,3
19571,28012,d,4,1
19572,28025,d,2,4
19573,28027,d,9,4
19574,28028,d,6,1
19575,28216,a,6,4
19576,28799,c,4,4
19577,29099,d,9,1
19578,29564,d,4,4
19579,29885,c,3,2
19580,30675,d,9,4
19581,32100,d,4,1
19582,32999,d,3,1
19583,35061,a,3,2
19584,35082,d,4,1
19585,35360,b,4,2
19586,35543,d,1,4
19587,35998,e,8,1
19588,36697,c,5,1
19589,37068,a,7,2
19590,37587,c,9,2
19591,37711,c,3,3
19592,37808,d,7,3
19593,38812,d,5,1
19594,38813,d,5,1
19595,39023,d,3,2
19596,39092,a,8,2
19597,39419,a,8,2
19598,39817,d,5,2
19599,40087,b,1,4
19600,40423,e,6,1
19601,40434,e,9,1
19602,40725,c,5,1
19603,41333,a,3,1
19604,41366,c,7,1
19605,41415,d,6,4
19606,41805,d,7,1
19607,43423,c,7,1
19608,43672,d,4,4
19609,43800,e,9,4
19610,44050,d,1,3
19611,44082,d,5,3
19612,44232,c,5,1
19613,44237,d,6,3
19614,44822,a,1,3
19615,44824,a,4,1
19616,44860,a,7,4
19617,44873,a,6,3
19618,44874,a,3,2
19619,44907,d,4,3
19620,44973,d,2,1
19621,45379,d,1,3
19622,45407,c,4,4
19623,45516,c,6,3
19624,45534,d,5,4
19625,45548,e,6,4
19626,45902,c,8,2
19627,46031,b,9,1
19628,46056,b,3,2
19629,46140,d,5,1
19630,46204,c,4,1
19631,46208,c,3,4
19632,46332,c,8,2
19633,46442,e,3,3
19634,46456,d,6,4
19635,46744,d,4,2
19636,46753,d,8,3
19637,47192,c,7,3
19638,47640,e,4,3
19639,47679,d,8,2
19640,47767,a,2,2
19641,48549,c,4,2
19642,48745,a,7,3
19643,48978,d,6,1
19644,49564,c,8,3
19645,49936,d,2,2
19646,50425,b,1,2
19647,50633,d,8,2
19648,50988,d,1,4
19649,51135,a,3,3
19650,51349,d,6,2
19651,51350,d,2,3
19652,51465,c,5,2
19653,51380,d,6,3
19654,23388,a,3,3
19655,46318,b,8,4
19656,45366,a,8,4
19657,11950,d,7,2
19658,30647,b,2,4
19659,50234,c,6,4
19660,4239,d,2,1
19661,4246,d,9,4
19662,4501,e,4,1
19663,4525,d,6,3
19664,5112,b,2,1
19665,9456,a,4,3
19666,9490,b,9,4
19667,12211,a,6,3
19668,14170,d,1,4
19669,15869,b,6,4
19670,21870,a,9,3
19671,21993,c,1,4
19672,24493,a,8,1
19673,24581,d,6,1
19674,25314,d,1,1
19675,28805,d,7,4
19676,30551,c,3,1
19677,31300,b,3,1
19678,32084,b,2,4
19679,36944,d,9,3
19680,36947,d,4,4
19681,38564,e,8,1
19682,40350,d,1,1
19683,41700,d,1,2
19684,43540,d,7,4
19685,47112,b,7,3
19686,48905,d,2,1
19687,49022,e,3,4
19688,49582,b,1,1
19689,49769,e,5,1
19690,50769,d,1,1
19691,51439,d,1,2
19692,52312,d,9,1
19693,30308,e,5,1
19694,16473,e,5,3
19695,3577,d,1,1
19696,31086,e,7,1
19697,47050,a,5,2
19698,42232,a,9,3
19699,47938,e,8,1
19700,16706,c,3,4
19701,23143,c,1,2
19702,37429,d,7,3
19703,15571,b,4,2
19704,17718,b,6,1
19705,28480,d,6,1
19706,25310,d,9,4
19707,38329,c,8,1
19708,37551,e,6,1
19709,31467,a,2,3
19710,31779,c,4,2
19711,450,a,1,1
19712,30600,d,9,4
19713,30907,d,6,1
19714,15766,d,5,4
19715,15767,d,1,4
19716,21046,e,4,4
19717,22022,d,9,3
19718,23444,d,9,1
19719,34775,d,4,4
19720,38826,d,8,4
19721,47067,d,4,2
19722,47204,d,6,2
19723,49873,d,9,3
19724,24787,a,5,2
19725,34012,b,5,4
19726,34959,a,3,1
19727,38359,a,2,1
19728,10399,a,1,4
19729,17747,d,8,1
19730,35486,d,5,4
19731,2059,a,2,3
19732,2837,c,4,4
19733,21292,c,7,2
19734,34378,c,1,2
19735,36510,b,7,2
19736,47930,a,1,2
19737,48834,c,6,1
19738,31569,b,4,2
19739,22831,a,5,3
19740,29551,d,1,1
19741,4398,d,1,3
19742,11965,d,8,2
19743,16247,d,8,4
19744,16249,d,6,2
19745,19619,d,1,1
19746,22315,d,2,4
19747,29196,d,4,3
19748,29206,d,6,2
19749,36437,d,9,2
19750,37098,d,8,2
19751,37099,d,4,4
19752,45612,d,4,2
19753,46759,d,9,2
19754,47513,d,4,4
19755,51020,d,5,4
19756,46801,c,4,4
19757,5389,d,7,1
19758,20051,d,4,3
19759,2642,d,2,1
19760,3887,e,9,3
19761,4098,d,3,3
19762,5727,d,6,1
19763,27466,d,9,2
19764,33648,c,4,3
19765,34289,d,3,3
19766,43244,d,7,2
19767,43260,d,3,3
19768,45374,b,9,2
19769,31326,d,4,1
19770,36242,d,8,1
19771,18643,c,1,2
19772,37390,d,3,3
19773,31314,d,7,3
19774,47623,d,7,2
19775,1656,c,4,3
19776,10435,a,5,4
19777,14393,a,3,1
19778,23372,c,9,2
19779,25957,d,5,2
19780,29750,c,8,2
19781,30071,a,9,2
19782,30114,c,9,1
19783,30189,c,6,3
19784,30245,c,9,4
19785,30706,d,7,3
19786,32330,a,1,2
19787,38303,b,2,4
19788,40895,c,7,3
19789,1896,b,9,3
19790,23597,b,9,2
19791,9424,c,1,2
19792,28631,c,7,3
19793,2320,a,7,1
19794,6818,e,2,3
19795,12460,e,5,4
19796,12745,e,4,3
19797,13082,e,4,2
19798,13111,e,3,1
19799,13128,e,2,1
19800,15642,e,4,3
19801,16284,d,5,2
19802,19464,e,5,2
19803,19475,e,6,2
19804,20128,e,7,1
19805,20563,e,5,1
19806,21883,e,3,3
19807,21904,e,5,3
19808,24411,d,9,2
19809,25800,e,3,3
19810,25844,e,7,4
19811,27636,e,3,4
19812,28096,e,3,1
19813,28600,e,4,3
19814,30371,e,4,1
19815,30857,e,2,2
19816,32021,e,4,1
19817,34604,e,9,3
19818,38776,e,9,4
19819,39248,d,5,3
19820,40226,e,2,3
19821,40680,e,5,1
19822,44243,e,3,3
19823,45175,e,6,4
19824,46044,e,2,3
19825,49464,d,4,4
19826,50854,e,7,1
19827,50965,e,7,3
19828,52266,e,7,4
19829,4686,d,2,4
19830,46772,c,6,1
19831,49529,e,5,2
19832,26867,e,2,1
19833,5775,d,1,4
19834,19926,d,6,3
19835,46495,c,8,2
19836,3782,c,7,1
19837,33882,d,7,4
19838,93,e,4,3
19839,23443,d,2,1
19840,26769,d,7,3
19841,32079,c,3,2
19842,36162,d,7,1
19843,37702,c,2,3
19844,48009,d,7,4
19845,49446,d,9,1
19846,51259,d,6,1
19847,6558,a,5,1
19848,3969,d,9,3
19849,45346,e,9,3
19850,4032,d,9,3
19851,19136,b,5,1
19852,28788,d,6,4
19853,31953,d,7,3
19854,33309,d,7,2
19855,36201,d,5,4
19856,46900,b,9,4
19857,36413,c,9,2
19858,23642,a,9,4
19859,37019,d,8,4
19860,20965,a,1,4
19861,24965,a,1,1
19862,48983,a,5,4
19863,22646,e,7,2
19864,38162,c,2,2
19865,36366,d,1,4
19866,27197,b,1,1
19867,45960,b,2,4
19868,47224,d,9,1
19869,12404,d,7,1
19870,46802,c,6,1
19871,7478,e,3,2
19872,29252,d,7,2
19873,14323,e,8,4
19874,638,c,8,1
19875,1217,c,6,2
19876,2288,c,2,2
19877,3199,a,6,2
19878,3833,c,9,2
19879,3996,b,8,3
19880,4270,d,2,4
19881,5113,d,4,3
19882,5345,c,7,4
19883,6623,c,4,2
19884,6629,c,6,3
19885,10254,c,2,4
19886,11913,b,5,3
19887,12207,b,4,3
19888,12491,a,3,4
19889,12636,a,2,4
19890,17149,c,3,1
19891,17331,d,9,1
19892,18045,b,2,4
19893,18253,c,1,1
19894,20271,c,1,1
19895,20700,d,9,4
19896,20874,c,7,3
19897,21257,b,6,3
19898,21735,b,7,1
19899,22263,b,2,2
19900,24114,c,3,2
19901,24215,d,3,1
19902,25235,a,2,1
19903,26243,a,5,3
19904,26743,a,2,2
19905,27886,d,9,3
19906,28009,d,4,3
19907,28738,c,5,3
19908,30044,a,4,3
19909,30133,b,7,3
19910,31713,a,5,2
19911,33026,b,3,4
19912,33469,b,6,4
19913,35667,a,8,4
19914,35917,b,8,1
19915,36159,d,7,1
19916,36305,c,6,3
19917,36664,c,5,2
19918,37112,a,9,3
19919,37208,d,1,2
19920,37690,c,2,2
19921,38125,b,8,2
19922,38898,b,5,4
19923,39823,d,9,1
19924,39892,a,1,4
19925,40340,b,1,1
19926,40422,d,5,4
19927,41654,b,8,2
19928,41671,a,3,3
19929,41673,a,9,3
19930,41853,c,9,1
19931,42629,c,8,3
19932,42804,c,6,2
19933,43963,b,8,4
19934,44003,c,2,1
19935,44793,b,6,1
19936,44843,a,4,4
19937,44857,c,2,3
19938,44886,c,1,1
19939,45399,d,7,3
19940,45427,e,7,3
19941,45442,a,5,4
19942,45519,d,5,3
19943,45535,d,5,1
19944,46004,b,1,3
19945,46043,d,6,3
19946,46173,d,9,2
19947,46209,d,6,3
19948,46720,d,1,4
19949,46737,d,1,3
19950,46936,d,8,3
19951,47019,d,1,2
19952,47497,d,9,2
19953,47666,d,1,4
19954,48263,a,8,1
19955,48390,a,6,4
19956,48450,c,8,2
19957,48825,d,5,3
19958,49222,c,8,3
19959,49797,b,9,4
19960,50023,d,6,4
19961,50472,c,7,3
19962,50619,d,7,4
19963,51107,c,7,1
19964,51610,d,1,1
19965,15843,e,9,3
19966,48998,d,5,4
19967,50507,d,8,4
19968,765,d,7,2
19969,26367,c,4,3
19970,28877,c,2,2
19971,39097,c,3,3
19972,46643,c,7,4
19973,28248,c,7,2
19974,40674,c,8,3
19975,21327,d,2,4
19976,36549,b,1,1
19977,38335,a,1,4
19978,919,a,9,3
19979,22444,e,7,4
19980,36078,c,5,3
19981,38915,d,9,4
19982,40028,d,4,2
19983,46491,c,9,4
19984,3704,d,2,3
19985,35947,a,5,4
19986,4159,d,5,4
19987,16347,c,2,4
19988,18078,c,1,2
19989,21813,c,6,4
19990,22363,c,3,1
19991,26868,e,5,1
19992,30838,d,3,2
19993,34001,c,2,2
19994,34135,c,5,4
19995,45633,c,6,3
19996,47648,c,7,3
19997,50160,b,1,1
19998,16538,e,5,3
19999,2470,d,9,2
20000,2930,e,4,2
20001,4454,d,9,2
20002,12807,d,8,1
20003,12861,d,7,3
20004,23144,c,8,1
20005,23327,b,2,3
20006,24399,d,8,3
20007,27585,d,2,2
20008,34920,c,2,4
20009,36660,c,8,2
20010,37174,d,6,3
20011,37211,a,2,1
20012,37426,d,2,1
20013,43441,a,1,2
20014,43916,d,7,4
20015,47517,d,5,1
20016,47557,c,6,2
20017,50036,d,1,3
20018,50794,a,6,2
20019,51506,d,5,3
20020,13818,d,9,3
20021,50913,a,9,3
20022,47530,a,2,1
20023,50209,e,5,2
20024,3678,a,3,3
20025,3818,a,3,2
20026,44008,d,3,2
20027,46010,e,7,4
20028,25443,e,4,2
20029,37415,e,3,2
20030,46007,c,8,4
20031,46103,a,3,2
20032,40386,d,7,3
20033,24310,d,2,2
20034,21825,c,7,4
20035,3914,d,5,2
20036,14953,d,7,1
20037,52059,d,6,2
20038,23280,b,7,2
20039,44303,e,2,4
20040,4954,c,7,3
20041,6736,d,3,3
20042,6780,d,1,2
20043,13430,d,1,3
20044,13490,d,3,2
20045,13513,d,9,3
20046,13573,b,7,3
20047,16194,d,7,3
20048,32247,d,6,1
20049,37126,d,1,2
20050,42422,e,7,2
20051,43918,e,8,1
20052,45275,c,4,4
20053,9227,c,7,3
20054,22348,d,8,2
20055,26659,b,3,3
20056,45593,d,4,1
20057,40098,e,5,4
20058,36854,c,1,2
20059,16503,a,9,4
20060,3608,d,1,3
20061,25770,d,1,4
20062,35549,a,8,1
20063,42063,a,7,3
20064,48613,d,7,2
20065,49032,d,7,1
20066,52122,b,5,2
20067,8172,e,9,1
20068,42004,c,6,4
20069,32588,d,6,4
20070,35131,e,6,1
20071,3924,a,8,2
20072,38354,c,1,3
20073,38092,d,5,4
20074,18890,c,1,1
20075,17347,c,3,4
20076,42172,d,2,3
20077,47095,a,8,1
20078,43679,a,6,2
20079,45196,d,5,1
20080,50970,e,9,1
20081,34744,d,5,1
20082,46350,d,4,4
20083,31277,e,5,2
20084,48775,d,7,3
20085,6136,d,8,2
20086,31039,d,6,1
20087,36961,c,3,4
20088,48310,b,3,2
20089,11260,b,4,1
20090,35988,a,5,4
20091,47122,d,6,4
20092,12045,d,4,3
20093,22111,d,9,3
20094,22914,c,9,4
20095,23300,b,7,3
20096,24361,d,9,4
20097,44355,e,9,2
20098,50966,e,2,4
20099,4340,c,3,4
20100,10401,d,6,2
20101,12042,b,2,3
20102,34940,d,1,1
20103,1603,d,1,2
20104,2850,b,9,1
20105,3017,c,4,1
20106,3180,b,5,2
20107,3344,a,5,1
20108,4456,d,8,4
20109,4600,b,8,3
20110,4630,d,3,2
20111,4895,c,3,3
20112,6758,b,5,1
20113,8298,d,9,3
20114,9504,c,2,3
20115,9952,b,8,2
20116,13957,d,5,4
20117,14986,a,6,4
20118,15206,d,3,2
20119,15378,a,5,3
20120,15530,c,1,1
20121,15720,b,8,1
20122,16043,c,6,3
20123,16961,b,1,1
20124,17889,d,2,1
20125,17997,c,7,3
20126,18401,c,6,4
20127,18511,c,3,2
20128,18557,c,4,2
20129,18796,a,8,4
20130,18868,a,6,1
20131,19123,b,6,2
20132,19967,c,9,3
20133,20076,d,4,4
20134,20093,d,1,1
20135,20169,c,2,2
20136,20644,c,2,2
20137,20836,d,2,2
20138,20873,c,3,2
20139,21154,c,7,3
20140,21481,d,8,1
20141,21709,a,1,2
20142,21715,a,7,2
20143,22073,c,5,3
20144,22275,a,7,3
20145,22460,d,4,2
20146,22780,a,6,2
20147,22795,a,9,2
20148,22946,b,6,2
20149,23205,c,1,3
20150,23329,b,2,2
20151,23346,c,9,4
20152,24366,a,8,3
20153,24475,c,4,2
20154,24478,a,3,1
20155,24515,c,6,3
20156,25306,d,7,3
20157,25469,e,4,3
20158,25892,d,9,3
20159,26632,a,9,1
20160,26648,c,5,2
20161,26763,c,1,3
20162,26928,c,5,1
20163,27391,a,4,3
20164,27392,a,1,3
20165,27457,a,6,1
20166,27829,c,3,3
20167,28685,d,8,1
20168,28692,a,5,3
20169,28902,c,5,3
20170,28985,a,1,3
20171,29841,c,1,3
20172,29993,d,9,1
20173,30286,b,4,3
20174,30520,c,2,1
20175,30856,a,4,1
20176,30958,e,8,3
20177,31030,d,1,4
20178,31311,b,6,1
20179,32093,a,9,4
20180,32184,a,2,4
20181,32458,d,5,3
20182,33148,a,1,1
20183,33710,c,3,2
20184,34265,a,2,2
20185,34628,a,7,2
20186,34652,c,2,3
20187,34750,a,2,2
20188,35011,d,8,1
20189,35113,b,9,4
20190,35372,a,8,3
20191,35519,d,5,1
20192,35668,a,6,4
20193,35839,a,7,1
20194,36174,e,4,1
20195,36490,b,1,4
20196,36582,c,2,3
20197,37085,b,3,2
20198,37185,e,4,4
20199,37218,b,8,2
20200,37520,a,7,2
20201,37692,c,7,3
20202,37751,a,1,1
20203,37835,c,5,1
20204,38336,c,3,1
20205,38360,b,1,4
20206,38567,a,1,4
20207,39311,a,2,2
20208,39651,a,7,1
20209,40695,a,6,2
20210,40699,a,7,3
20211,40841,d,8,3
20212,40855,d,1,1
20213,41010,e,4,2
20214,41176,b,6,3
20215,41232,c,8,3
20216,41672,b,4,4
20217,41968,c,1,1
20218,41996,c,5,2
20219,42410,b,7,2
20220,42413,c,2,1
20221,42628,c,4,3
20222,43330,d,3,3
20223,43411,b,4,4
20224,44157,b,1,4
